"sentence","category","transformed_sentence"
"Nice
Fantastic.","OTHER",""
"Smooth Animations with material design.","OTHER",""
"Also has the ability to share apks.","OTHER",""
"Ok Great
Thanks Dev!!","OTHER",""
"Sony Xperia Z Hello is very good software thanks 👑 🎆 🎇 👍 🌹
Great app!","OTHER","softwar hello erium app thank"
"Especially loving the upload to APKMirror feature!","OTHER","upload mirror featur love"
"Excellent extractor application
Why not swiping The new design looks really great but i can't really swipe the taps.","PROBLEM DISCOVERY","extractor swipe design look tap applic"
"It's really annoying and isn't easy for big screen phone to tap on the tap icons on top all the times, in order to switch taps.","OTHER","phone time switch icon tap screen"
"I know i can switch tap icons to the buttom but i just love to see taps on the top.","OTHER","love tap icon switch button"
"Please bring swipe controls.","OTHER","pleas bring swipe control"
"Galaxy S7 edge 6.0.1.","OTHER",""
"Thz
Best APK extractor yet
This app is a huge time savor.","OTHER","extractor time savor app"
"No more having to go to APK Mirror and guess which version I need to recommend to send someone.","FEATURE REQUEST","mirror gue recommend send version"
"Hey.","OTHER",""
"I see that a lot of ytubers use this.","OTHER",""
"Can you tell me how to use this?","INFORMATION SEEKING",""
"Amazing!","OTHER",""
"This is a wonderful piece of work!","OTHER",""
"Many thanks to the developer.","OTHER",""
"Does what it says.","OTHER",""
"Great way to back up apps, especially those that have become abandoneware and can't be downloaded anymore.","PROBLEM DISCOVERY",""
"Great
Material design Bestest ever
Best Extract App To External Location Not Working In Android 6.0
open source, no AD.","OTHER","test sourc app design locat extern materi"
"Still learning
Awesome!","OTHER",""
"Jx love d app
So far.","OTHER",""
"We have the pro version.","OTHER",""
"Worth it.","OTHER",""
"On our rooted phone, some apps weren't allowing me to extract the apps using normal apk extracting apps.","OTHER","phone extract root allow pap use"
"This application helped me with that.","OTHER",""
"So far, from what I've tested.","OTHER",""
"Great.","OTHER",""
"Amazing job Dev.","OTHER",""
"Thanks for everything.","OTHER",""
"Just what i n needed
It's awesome and so useful.","OTHER",""
"I use it to uninstall the apps from my phone cause many a time I forget about apps I installed on my phone and it is difficult to spot them in the app drawer.","OTHER","phone forget time instal app drawer caus pap spot"
"Thanks for this app, it is extremely useful.","OTHER",""
"Would love to see a ""auto backup"" function, so that every time an app gets updated, the apk of the old version is backed up.","OTHER","time updat auto love function backup version"
"Thank you sir.","OTHER",""
"Fantastic
Good App
Super.no need to say anything
Has all the needed features.","OTHER",""
"No, really, all of them!","OTHER",""
"Great app!","OTHER",""
"Whoa, it even has the option to choose the name variation of the extracted Apk.","OTHER","whoa name choos variat option"
"This is a must have app.","OTHER",""
"Thanks for the app, keep it the awesome work :)
Hey That's Pretty Good The app is amazing for extracting and managing apk's
Amazing app Very usefull app better another app.","OTHER","extract ape thank app manag amaz hey"
"Beautiful Design, friendly developer.","OTHER",""
"Clean, no ads, and options to set night mode and trim color.","OTHER","color set mode night option"
"This is how you do it.","OTHER",""
"I love it and will upgrade to support the developer.","INFORMATION GIVING","support upgrad love develop"
"Oh and it works great, love the share feature.","OTHER",""
"A+
Great app.","OTHER",""
"Easy to use and works great
Loved it!","OTHER",""
"Loved it a lot because of its simplicity, this design is good but it may be improved 🐒🐒🐒
Great app!","FEATURE REQUEST","improv simplic lot app love design"
"Any chance an app bulk delete will be added?","OTHER",""
"That would make it perfect!","OTHER",""
"Great and simple tool.","OTHER",""
"This app just saved me a ridiculous amount of time.","OTHER","save amount time app"
"Does what it says no intrusive ads just awesome!","OTHER",""
"Best!","OTHER",""
"Nice app Have no issues with it so far works good.","PROBLEM DISCOVERY",""
"Nice Please add icon in share via list where Bluetooth appears.","FEATURE REQUEST","appear list pleas icon add share"
"In background several services running which drains the battery.","OTHER","drain batteri servic background run"
"Fantastic app for extracting APKs.","OTHER",""
"Straight forward and love the integration with APKMirror!","OTHER",""
"NICE Pro version also of value
Nice
Useful
This app is definitely the best APK Extractor I've tried!","OTHER","extractor app valu version tri"
"That's great
Perfect
Good app I liket this app and so usefull app
Great idea Only saw this in ES, now it's here.","INFORMATION GIVING",""
"IN MATERIAL DESIGN.","OTHER",""
"Unique app and material design good features
Good App Good APP, please include App auto backup facility after every installation.","OTHER","featur pleas instal auto includ app design facil backup"
"I love a quality app without ads.","OTHER",""
"However it keeps running in the background till I swipe it from the ""Recents""
great it is a very useful app but really the name of app doesn't describe what it does i download it by coincidence  from another app and extract apk i tough like extracting it and modifying the apk file anyway it is very useful app
Best ever
Very nice
It uses background data.","OTHER","till extract datum name swipe app modifi file background coincid download describ run"
"For what purpose?","OTHER",""
"Absolutely fantastic backup program.","OTHER",""
"No ads, fast, customizable.","OTHER",""
"Simple & Clean app
Love this app!","OTHER",""
"Its the only legit APK extractor.","OTHER",""
"Very helpful for sharing apps with my friends and making backups.","OTHER","pap friend share backup"
"Also useful for helping out apk mirrors
Amazing!","OTHER",""
"Thanks for making this tool!","OTHER",""
"great
The only credible and professional APK extractor It is an excellent app indeed, helps if you need to backup an application (apk only) and also if a friend of yours needing an app during difficult times.","FEATURE REQUEST","extractor help time app friend backup applic"
"It is also very polished, beautiful and easy to use.","OTHER",""
"A con however is the long loading time when the app is launched when it is listing all the apps.","OTHER","list time launch app con pap load"
"Maybe caching would ease it down?","OTHER",""
"Helped a lot doing themes grabbing stock items that weren't in the system dumps.","OTHER","help item system lot theme dump stock grab"
"Thanks !","OTHER",""
"Free version review: Does what I expect, backup my apps with easy to understand names.","INFORMATION GIVING","name review understand pap backup expect version"
"And you know what?","OTHER",""
"I don't see an ad anywhere.","OTHER",""
"Can you add a night mode for AMOLED displays by having the dark completely black?","FEATURE REQUEST","ambl dark display mode night add"
"Best Best app
Very very goooood
Easy to use, fast, and no ads
A simple app that only does two things---that are very handy if you don't have root.","OTHER",""
"I do, so I'll continue to use Titanium Backup for such tasks.","OTHER","titanium continu task backup"
"Very useful
Easter egg confirmed ¯\_(ツ)_/¯
Love it Very usefull application.","OTHER","applic egg easter confirm love"
"Tq creator.","OTHER",""
"It's great app.","OTHER",""
"Great 5*s Love this app, material design at its best.","OTHER",""
"Thank you.","OTHER",""
"Please support Name+ Version+Build Number,Mr. Javier Santos.","OTHER","anto pleas name support avier version"
"Very well thought out app Just needs a dark theme then it'll be perfect!","FEATURE REQUEST",""
"Simply fantastic
Works great!","OTHER",""
"Android app backup app
Great app .","OTHER",""
"you can extract apk easly and fastly .","OTHER",""
"use it","OTHER",""
"Great app it helps me keeping the last version of my apps without a need to","OTHER","pap help version keep app"
"download them again and also share them with friends 😍 I love it
I like it
Beautiful
Very nice and practical
You know you're the best number one application for APK management,","OTHER","love manag friend download applic share"
"extraction sharing, and uploading to APKMirror!","OTHER","upload extract share mirror"
"Thanks so much for your","OTHER",""
"time and consideration in this case.","OTHER",""
"nice simple helpful
Very nice app.","OTHER",""
"Thanks you.","OTHER",""
"I'm so glad I found this app!","OTHER",""
"I like to save my favorite apps to my google drive so I don't have to look for them all over again.","OTHER","look save pap drive"
"Such a hassle if you forgot the name or etc.","PROBLEM DISCOVERY","name forgot etc hassl"
"I've been thru SO many apks apps & nothing compares to ML!","OTHER","threw pap compar ape"
"I absolutely love it & it's awesome layout!","OTHER",""
"Superb extractor.","OTHER",""
"Easy to use and looks and works great.","OTHER",""
"Great job by the dev.","OTHER",""
"System app update date are not sorted correctly, please fix.","OTHER","system date fix sort"
"Thanks
Great but few issues.","OTHER",""
"Dark UI would be much appreciated for us amoled users.","OTHER",""
"List load and refresh times are very slow for me and unfortunately when you rotate the device it attempts to refresh the list again which is painful.","PROBLEM DISCOVERY","list time attempt devic rotat load refresh"
"The ""Delete all extracted APKs"" in settings needs a confirm popup - I just deleted everything with a finger slip.","FEATURE REQUEST","delet extract ape slip set finger pop confirm"
"Otherwise it's a very promising app with a great visual layout and easy to navigate!","OTHER",""
"Great job!","OTHER",""
"لدي ES File ف ما حاجتي بهذا وذلك يدعم كل مميزات هذا وأكثر !","OTHER",""
"شكراً للقائمين على التطبيق .","OTHER",""
"Good app needs multiple app to one apk!","FEATURE REQUEST",""
"Needs the ability to all user to pick multiple app in one apk then compress using 7z since 7z compresses the first file & any file the same is not saved but a link to first is made(HENCE ARCHIVE IS DRAMATICALLY SMALLER) so when extraction is done the unpacked folder is the same as original - Ability to link with appmonster etc so you can make a single apk with all your versions of the app saved as one file with the ability to choose which version to install.","OTHER","link extract compr compress save choos etc instal app folder file abil user monster pick use version"
"Nice app.","OTHER",""
"Beautiful interface.","OTHER",""
"Simple and handy.","OTHER",""
"Excellent work by the developer
Continuous FC.","OTHER",""
"awesome
Useful app For all android users to backup installed app.","OTHER",""
"Not working on Android N
Works well but I'd like to be able to see the apps version as well as sorting apps from when they are installed/updates.","FEATURE REQUEST","pap updat instal version sort"
"Great app, unfortunately can't select external storage as destination for saving apk files.","PROBLEM DISCOVERY","save storag destin app file"
"Just fails silently when saving.","OTHER",""
"I like this App Manager a lot.","OTHER",""
"Love it's Material UI.","OTHER",""
"A Dark theme would be lovely though.","OTHER",""
"Nice Nice app and thanks for the project too on GitHub
Good
Tanks for it.","OTHER","thank project tank hub app"
"Two weaknesses keep it from earning five stars.","OTHER",""
"There is no function to group-select all APKs that have been updated since the last backup.","OTHER","backup function select ape updat"
"Instead, you have to scroll through the list and select each one to add it to the backup list.","INFORMATION GIVING","scroll backup list add"
"After you run a backup, the list of APKs doesn't automatically update to show that all have been backed up.","OTHER","backup list ape run"
"You have to exit and restart the app to refresh the list.","PROBLEM DISCOVERY","exit refresh list app restart"
"Material settings and dialogs feature for Kitkat below devices Hello developer, can you feature dialogs and settings with material design for Android 4.4 and below?","OTHER","featur set design hello android dialog devic materi atinka develop"
"Nice GUI But it don't have the stability.","OTHER",""
"In my note 4 it crashes simply by changing orientation to landscape to portrait.","PROBLEM DISCOVERY","note orient crash portrait chang landscap"
"But it looks nice.","OTHER",""
"Shame is not practical
Not bad start Accent color is not used, primary change is affected just after restart, settings icon as primary action doesn't make too much sense.","OTHER","color sens set action shame icon start chang affect"
"You shouldn't force all material clues if they are not needed.","OTHER",""
"Multi choice It will be nice if I can multi choice Apps to extract them all at once.","FEATURE REQUEST","pap extract choic multu"
"Great App But where is the ""Select All"" option?","OTHER",""
"Or at least long press menu?","OTHER",""
"Unable to extract the apks to external SD card in marshmallow, please update the app.","FEATURE REQUEST","extract ape card pleas updat app"
"Happy
Name change.","OTHER",""
"I like the app but please change the name.","FEATURE REQUEST","pleas name app chang"
"I'm not even sure what ML stands for and as someone with many apps I forget what this one is there for.","OTHER",""
"Nice app though.","OTHER",""
"Also not a fan of the brown icon.","OTHER",""
"Ugh.","OTHER",""
"I have costumed APKs extracted folder destination into my external sd card in ML's setting, but its not works.","PROBLEM DISCOVERY","extract ape set card costum destin"
"I use Nougat (7.0) android version
Why doesn't it give the option to share with WhatsApp ?","INFORMATION SEEKING","share whatsoev option version"
"Can't simply rename APK files with showing version numbers in the specific folder
When you review an app there are are a few prerequisite questions, you have","PROBLEM DISCOVERY","review question app folder file version"
"to answer before leaving your written review.","OTHER","review written leav answer"
"One of these is, ""does the","OTHER",""
"app meet your expectations?""","OTHER",""
".","OTHER",""
"NO it does NOT!","OTHER",""
"The app does not allow the","OTHER",""
"user to disable system apps.","OTHER",""
"Nor does it enable the user to batch","OTHER",""
"uninstall.","OTHER",""
"I don't care if these were abilities I had to pay for buy","OTHER","abil buy pay care"
"purchasing the pro version, but the fact that the app doesn't have them,","OTHER",""
"just makes it a very good SECOND rate app.","INFORMATION GIVING",""
"I dont now becuose i baru duonlod i dont now .","OTHER",""
".","OTHER",""
"Dark Theme Please added dark theme all app.","INFORMATION GIVING",""
"& settings.","OTHER",""
"useless - not working for system apps","OTHER",""
"it can not write to the SD card in Android 7 samsung s7 i select the output folder in the Sd card but nothing happens when I extract to it.","PROBLEM DISCOVERY","output amsun extract card select folder write happen"
"Crashes Crashes Crashes Crashes.","PROBLEM DISCOVERY",""
"didn't even start once.","OTHER",""
"Samsung Note 3.","OTHER",""
"OS 5.0
I am not at all happy with this app.worst experience ever on play store.As","OTHER",""
"I extract app and shared it on Google drive, my Google drive stopped","OTHER","stop extract share oogl drive"
"unexpectedly.","OTHER",""
"And now every 1 minutes it showing error of sorry !","PROBLEM DISCOVERY",""
"Your","OTHER",""
"Google drive stopped unexpectedly.","OTHER",""
"Batch extraction is possible, but no batch selection, so each app must be individually selected one at a time!","FEATURE REQUEST","app select extract time batch"
"Needs a ""Select All"" option.","OTHER",""
"A serious omission.","OTHER",""
